nombre,código,"Cod. Materia",Semestre,Grupo,,,"Descripcion Evaluacion",Porcentaje,Descripcion,"Nom. Materia",,Nota,"Nota Definitiva"

Adón,12,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,20,39

Adrián,13,ST0247,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,47

Adrián,13,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,47

Adrián,13,ST0247,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,47

Adrián,13,ST0247,20142,032,,,"PRACTICA FINAL",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,47

Adrián,13,ST0247,20142,032,,,WORKSHOP,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,47

Adrián,13,ST0247,20142,032,,,QUICES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,47

Adrián,13,ST0247,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,47

Agustín,14,ST0247,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,42

Agustín,14,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,42

Agustín,14,ST0247,20142,032,,,WORKSHOP,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,42

Agustín,14,ST0247,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,42

Agustín,14,ST0247,20142,032,,,QUICES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,42

Agustín,14,ST0247,20142,032,,,"PRACTICA FINAL",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,42

Agustín,14,ST0247,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,33,42

Aitor,15,ST0247,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,39

Aitor,15,ST0247,20142,032,,,WORKSHOP,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,39

Aitor,15,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,39

Aitor,15,ST0247,20142,032,,,"PRACTICA FINAL",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,46,39

Aitor,15,ST0247,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,25,39

Aitor,15,ST0247,20142,032,,,QUICES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Aitor,15,ST0247,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Alba,16,ST0247,20142,032,,,WORKSHOP,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,42

Alba,16,ST0247,20142,032,,,"PRACTICA FINAL",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,42

Alba,16,ST0247,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,42

Alba,16,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,42

Alba,16,ST0247,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,42

Alba,16,ST0247,20142,032,,,QUICES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,42

Alba,16,ST0247,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,38,42

Albert,17,ST0247,20142,032,,,QUICES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,38

Albert,17,ST0247,20142,032,,,WORKSHOP,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,38

Albert,17,ST0247,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,38

Albert,17,ST0247,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,43,38

Albert,17,ST0247,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,38

Albert,17,ST0247,20142,032,,,"PRACTICA FINAL",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,26,38

Albert,17,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,38

Alberto,18,ST0247,20142,032,,,WORKSHOP,10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,33

Alberto,18,ST0247,20142,032,,,"PARCIAL 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,24,33

Alberto,18,ST0247,20142,032,,,"INFO LECTURAS",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,33

Alberto,18,ST0247,20142,032,,,"PARCIAL 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,10,33

Alberto,18,ST0247,20142,032,,,QUICES,5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,33

Alberto,18,ST0247,20142,032,,,"PRACTICA FINAL",25,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,33

Alberto,18,ST0247,20142,032,,,"PRACTICA 0",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,33,33

Albina,19,ST0247,20151,031,,,"Lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,32

Albina,19,ST0247,20151,031,,,"versión final del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,46,32

Albina,19,ST0247,20151,031,,,"Tarea 4",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Parcial 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,42,32

Albina,19,ST0247,20151,031,,,"quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,32

Albina,19,ST0247,20151,031,,,"Versión intermedia del paper",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Tarea 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,32

Albina,19,ST0247,20151,031,,,"Parcial 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,49,32

Albina,19,ST0247,20151,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,20,32

Albina,19,ST0247,20151,031,,,"Prototipo del Software",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Producto mínimo viable",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,32

Albina,19,ST0247,20151,031,,,"Tarea 6",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Versión final paper",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,47,32

Albina,19,ST0247,20151,031,,,"Versión inicial del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,32

Albina,19,ST0247,20151,031,,,"Modelo de negocio",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,32

Albina,19,ST0247,20151,031,,,"Tarea 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,20,32

Albina,19,ST0247,20151,031,,,"Quiz 6","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,35,32

Albina,19,ST0247,20151,031,,,"Quiz 8","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Requisitos y diseño",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Tarea 5",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Lectura 3 ",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Presentación del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,32

Albina,19,ST0247,20151,031,,,"Quiz 10","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,32

Albina,19,ST0247,20151,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,32

Albina,19,ST0247,20151,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,32

Albina,19,ST0247,20151,031,,,"Quiz 9","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,32

Albina,19,ST0247,20151,031,,,"Tarea 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,"Versión intermedia del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,Abstract,1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,32

Albina,19,ST0247,20151,031,,,Exposición,7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,32

Alejandra,20,ST0247,20151,032,,,"Poster y artículo",10,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Alejandra,20,ST0247,20151,032,,,"Parcial 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,39

Alejandra,20,ST0247,20151,032,,,"Exposición en clase",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Alejandra,20,ST0247,20151,032,,,"3 Lecturas",6,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Alejandra,20,ST0247,20151,032,,,"Practica final. Se entrega fecha última entrega. Lasfechas de las entregas parciales se darán con el enunciado",20,"4-TRABAJO FINAL","ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Alejandra,20,ST0247,20151,032,,,"Quices (hasta 10)",5,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,39

Alejandra,20,ST0247,20151,032,,,"Parcial 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,25,39

Alejandra,20,ST0247,20151,032,,,"6 Tareas",12,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,35,39

Alejandro,21,ST0247,20151,031,,,Abstract,1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Tarea 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Tarea 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Tarea 5",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Lectura 3 ",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Requisitos y diseño",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,30

Alejandro,21,ST0247,20151,031,,,Exposición,7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,30

Alejandro,21,ST0247,20151,031,,,"Parcial 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Producto mínimo viable",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,46,30

Alejandro,21,ST0247,20151,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Quiz 8","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Tarea 4",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Versión inicial del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Versión intermedia del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"versión final del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Presentación del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,30

Alejandro,21,ST0247,20151,031,,,"Quiz 9","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,30

Alejandro,21,ST0247,20151,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Modelo de negocio",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,30

Alejandro,21,ST0247,20151,031,,,"Parcial 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Prototipo del Software",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,30

Alejandro,21,ST0247,20151,031,,,"Tarea 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Versión final paper",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Quiz 10","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,30

Alejandro,21,ST0247,20151,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Quiz 6","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Tarea 6",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Versión intermedia del paper",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejandro,21,ST0247,20151,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,30

Alejo,22,ST0247,20151,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,45

Alejo,22,ST0247,20151,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,10,45

Alejo,22,ST0247,20151,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,20,45

Alejo,22,ST0247,20151,031,,,"Quiz 6","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,43,45

Alejo,22,ST0247,20151,031,,,"Tarea 5",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Tarea 6",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,Abstract,1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,45

Alejo,22,ST0247,20151,031,,,"Lectura 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Parcial 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,45

Alejo,22,ST0247,20151,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,45

Alejo,22,ST0247,20151,031,,,"Requisitos y diseño",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,45

Alejo,22,ST0247,20151,031,,,"Tarea 4",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Producto mínimo viable",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,45

Alejo,22,ST0247,20151,031,,,"Quiz 10","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,46,45

Alejo,22,ST0247,20151,031,,,"Versión intermedia del paper",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,45

Alejo,22,ST0247,20151,031,,,"versión final del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,49,45

Alejo,22,ST0247,20151,031,,,Exposición,7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,45

Alejo,22,ST0247,20151,031,,,"Lectura 3 ",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Parcial 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,46,45

Alejo,22,ST0247,20151,031,,,"Tarea 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Versión intermedia del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,45

Alejo,22,ST0247,20151,031,,,"Presentación del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Quiz 9","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Modelo de negocio",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Quiz 8","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Tarea 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,45

Alejo,22,ST0247,20151,031,,,"Tarea 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alejo,22,ST0247,20151,031,,,"Versión final paper",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,47,45

Alejo,22,ST0247,20151,031,,,"Versión inicial del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,45

Alejo,22,ST0247,20151,031,,,"quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,45

Alejo,22,ST0247,20151,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,45

Alejo,22,ST0247,20151,031,,,"Prototipo del Software",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,45

Alfonso,23,ST0247,20151,031,,,"Parcial 2",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,36,34

Alfonso,23,ST0247,20151,031,,,"Quiz 2","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

Alfonso,23,ST0247,20151,031,,,"Quiz 3","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,40,34

Alfonso,23,ST0247,20151,031,,,"Quiz 7","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,20,34

Alfonso,23,ST0247,20151,031,,,"Quiz 8","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,20,34

Alfonso,23,ST0247,20151,031,,,"Requisitos y diseño",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,34

Alfonso,23,ST0247,20151,031,,,"Versión intermedia del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,47,34

Alfonso,23,ST0247,20151,031,,,"quiz 1","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

Alfonso,23,ST0247,20151,031,,,"versión final del poster",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,48,34

Alfonso,23,ST0247,20151,031,,,Abstract,1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,34

Alfonso,23,ST0247,20151,031,,,"Producto mínimo viable",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

Alfonso,23,ST0247,20151,031,,,"Prototipo del Software",7,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

Alfonso,23,ST0247,20151,031,,,"Quiz 4","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,30,34

Alfonso,23,ST0247,20151,031,,,"Tarea 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Tarea 2",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Tarea 4",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Tarea 5",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Versión inicial del poster",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,45,34

Alfonso,23,ST0247,20151,031,,,"Lectura 3 ",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Tarea 3",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Parcial 1",20,1-PARCIAL,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,35,34

Alfonso,23,ST0247,20151,031,,,"Quiz 10","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,38,34

Alfonso,23,ST0247,20151,031,,,"Quiz 6","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,35,34

Alfonso,23,ST0247,20151,031,,,"Versión intermedia del paper",1,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,47,34

Alfonso,23,ST0247,20151,031,,,"Versión final paper",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

Alfonso,23,ST0247,20151,031,,,"Lectura 1",2,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,0,34

Alfonso,23,ST0247,20151,031,,,"Modelo de negocio",3,2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

Alfonso,23,ST0247,20151,031,,,"Quiz 5","0,5",2-SEGUIMIENTO,"ESTRUCTURA DATOS Y ALGORÍTMOS 2",,50,34

